review,label
Aucun ajustement spécifique de la posologie n ’ est fait chez le sujet âgé .,1
"Ces ajustements sont basés sur la fonction rénale , le poids et le TCA ( voirrubrique 4 . 2 ) .",1
Un traitement concomittant par des dérivés coumariniques ( antivitamines K ) ainsi que par des médicaments qui affectent la fonction plaquettaire peuvent également accroître le risque de saignement .,1
"Par conséquent , Refludan ne doit pas être administré à la femme enceinte ou qui allaite .",1
Les cas de saignements menaçant le pronostic vital ( incluant les saignements intracrâniens ) ont été peu fréquents (,1
Un surdosage est susceptible de majorer le risque hémorragique .,1
"Agent antithrombotique – inhibiteur direct de la thrombine , code ATC :",1
"La lépirudine ( [ Leu1 , Thr2 ] - 63 - désulfohirudine ) est une hirudine recombinante dérivée de cellules de levure ) .",1
"Ce polypeptide , composé de 65 acides aminés , a un poids moléculaire de 6 979 , 5 Daltons .",1
La lépirudine est un inhibiteur direct et hautement spécifique de la thrombine .,1
Son activité se mesure par une méthode chromogénique .,1
"De ce fait , tous les tests de coagulation thrombine - dépendants sont modifiés ; par exemple , le TCA s",1
Les informations cliniques à propos des TIH de type II présentées dans ce RCP reposent sur les données de deux essais cliniques prospectifs qui ont inclus un total de 198 patients atteints de TIH de type II traités par Refludan .,1
Les propriétés pharmacocinétiques de la lépirudine administrée par voie intraveineuse sont bien décrites par un modèle bicompartimental .,1
Environ 35 % de la dose administrée sont excrétés sous forme inchangée .,1
"Les études réalisées en administration unique ou réitérée chez la souris , le rat et le singe ont mis en évidence les effets secondaires attendus d ’ un effet pharmacodynamique trop intense de la lépirudine .",1
Chez le singe sont survenues des hémorragies rétiniennes .,1
"Mannitol , hydroxyde de sodium pour ajustement du pH à 7 .",1
Après reconstitution : utiliser immédiatement .,0
"Celgene Europe Ltd . , Riverside House , Riverside Walk , Windsor , SL4 1NA , Royaume Uni",1
"Refludan , 50 mg , poudre pour solution injectable ou pour perfusion",1
Chaque flacon contient 50 mg de lépirudine .,1
Clairance,1
EMEA / H / C / 122,0
4 . 3 Contre - indications,0
CSL Behring GmbH Emil - von - Behring - Straße 76 35041 Marburg Allemagne,1
25 MENTIONS DEVANT FIGURER SUR L ’ EMBALLAGE EXTERIEUR ET SUR LE CONDITIONNEMENT PRIMAIRE,1
1 flacon contient 20 mg de lépirudine .,1
"Contient également : mannitol , hydroxyde de sodium .",1
1 flacon de poudre pour solution injectable ou pour perfusion .,1
"Reconstituer le flacon ( 20 mg de lépirudine ) avec 0 , 4 ml d ’ eau pour préparations injectables ou d ’ une solution de chlorure de sodium à 9 mg / ml ( 0 , 9 % ) .",1
Une dilution ultérieure est nécessaire avant utilisation .,1
La solution reconstituée doit être utilisée immédiatement .,1
Ne pas utiliser de solutions troubles ou qui contiennent des particules .,1
27 MENTIONS DEVANT FIGURER SUR L ’ EMBALLAGE EXTERIEUR ET SUR LE CONDITIONNEMENT PRIMAIRE,1
10 x 1 flacon de poudre pour solution injectable ou pour perfusion .,1
Refludan 20 mg en poudre pour solution injectable ou pour perfusion . lépirudine Voie intraveineuse,1
Refludan 50 mg en poudre pour solution injectable ou pour perfusion lépirudine,1
1 flacon contient 50 mg de lépirudine .,1
"Reconstituer le flacon ( 50 mg de lépirudine ) avec 1 ml d ’ eau pour préparations injectables ou d ’ une solution de chlorure de á sodium 9 mg / ml ( 0 , 9 % ) .",1
Refludan 50 mg en poudre pour solution injectable ou pour perfusion lépirudine Voie intraveineuse,1
Refludan 20 mg en poudre pour solution injectable ou pour perfusion Lepirudine,1
QU ’ EST - CE QUE REFLUDAN ET DANS QUEL CAS EST - IL UTILISE,1
Refludan est un antithrombotique .,1
Les antithrombotiques sont des médicaments destinés à prévenir la formation de caillots sanguins ( thrombose ) .,1
Refludan est utilisé pour inhiber la coagulation chez des patients adultes atteints d ’ une thrombopénie induite par l ’ héparine ( TIH ) de type II et de maladie thrombo - embolique nécessitant un traitement antithrombotique injectable .,1
La thrombopénie induite par l ’ héparine ( TIH ) de type II est une maladie qui peut survenir après que vous ayez pris des médicaments contenant de l ’ héparine .,1
Cela peut conduire ensuite à un dépôt de ces caillots dans certains organes .,1
"De même , veuillez prévenir votre médecin si vous souffrez d ’ insuffisance rénale ou d ’ une cirrhose du foie ( maladie du foie à un stade avancé ) , car il faudra dans ce cas réduire la posologie de Refludan .",1
"Vous devez également prévenir votre médecin si jamais vous avez déjà pris du Refludan , une autre hirudine ou un analogue de l ’ hirudine .",1
Les médicaments destinés à détruire les caillots sanguins ou les comprimés destinés à prévenir leur formation ( coumariniques ) peuvent accroître le risque de saignement lorsqu ’ ils sont administrés en même temps que Refludan .,1
Refludan ne doit pas être administré aux femmes enceintes ou qui allaitent,1
COMMENT UTILISER REFLUDAN,1
"Votre médecin déterminera et contrôlera la posologie et la durée de votre traitement par Refludan en fonction de votre état clinique , de votre poids corporel et de certains paramètres biologiques .",1
"Si vous avez l ’ impression que l ’ effet de Refludan est trop fort ou trop faible , consultez votre médecin ou votre pharmacien .",1
"Refludan , une fois reconstitué avec le solvant approprié , sera administré dans une veine , par injection et ensuite par perfusion .",1
Très fréquent ( au moins 1 personne sur 10 ),0
"38 Anémie ou baisse du taux d ’ hémoglobine sans source de saignement manifeste , contusion , saignement au niveau des sites de ponction , saignement nasal , sang dans les urines , saignement gastrointestinal , saignement vaginal , saignement rectal , hémorragie pulmonaire , saignement au niveau de la poitrine et autour du c œ ur suite à une intervention chirurgicale , saignement au niveau du cerveau .",1
"Une hémorragie sévère et , en particulier , une hémorragie intracrânienne peut être fatale .",1
"Lors de la surveillance post - marketing intensive , dans la TIH de type II , ont été rapportées des hémorragies fatales chez 1 % des patients et des hémorragies intracrâniennes chez 0 , 2 % des patients .",1
"Une hémorragie sévère peut provoquer une diminution du volume de sang circulant , une pression artérielle basse , un état de choc , et les séquelles cliniques qui en résultent .",1
COMMENT CONSERVER REFLUDAN,1
Conserver le flacon dans l ’ emballage extérieur .,1
Ne pas utiliser Refludan si la solution reconstituée est trouble ou contient des particules .,1
"Une fois reconstitué , Refludan doit être utilisé immédiatement .",1
Toute solution non utilisée doit être jetée de manière appropriée .,1
"La substance active est la lépirudine , idem RCPun composé produit par la technique d ’ ADN recombinant à partir de cellules de levure .",1
Les autres composants sont le mannitol ( E 421 ) et l ’ hydroxyde de sodium pour l ’ ajustement du pH .,1
Qu ’ est - ce que REFLUDAN et contenu de l ’ emballage extérieur Refludan est une poudre blanche pour solution injectable ou perfusion fournie dans un flacon contenant 20 mg de lépirudine .,1
Refludan est disponible en boîtes de 1 ou 10 flacons .,1
"Fabricant CSL Behring GmbH , Emil - von - Behring - Straße 76 , 35041 Marburg , Germany .",0
Refludan 50 mg en poudre pour solution injectable ou pour perfusion Lepirudine,1
Les autres composants sont le mannitol ( E 421 ) et l ’ hydroxyde de sodium pour l ’ ajustement du pH .,1
Qu ’ est - ce que REFLUDAN et contenu de l ’ emballage extérieur Refludan est une poudre blanche pour solution injectable ou perfusion fournie dans un flacon contenant 50 mg de lépirudine .,1
EMEA / H / C / 603,0
TYSABRI,1
Qu ’ est - ce que Tysabri ?,1
Tysabri est une solution à diluer pour perfusion ( goutte - à - goutte dans une veine ) .,1
Il contient le principe actif natalizumab .,1
Dans quel cas Tysabri est - il utilisé ?,1
Tysabri est utilisé dans le traitement des adultes atteints de sclérose en plaques ( SEP ) .,1
Comment Tysabri est - il utilisé ?,1
"Le traitement par Tysabri doit être mis en place et surveillé par un médecin expérimenté dans le traitement des maladies du système nerveux , et qui a accès à un certain type de scanner , appelé appareil d ’ imagerie par résonance magnétique ( IRM ) .",1
"Cette machine permettra au médecin de surveiller tout changement dans le cerveau lié à la SEP ou à une infection rare du cerveau , appelée leucoencéphalite multifocale progressive ( LEMP ) .",1
Tysabri est administré en perfusion d ’ une durée d ’ une heure toutes les quatre semaines .,1
"La perfusion étant susceptible de provoquer une réaction allergique , le patient doit être surveillé pendant toute la durée de la perfusion et pendant l ’ heure qui suit .",1
"Si le patient ne présente aucun signe de bénéfice évident après six mois , le médecin devra réévaluer le traitement .",1
Les patients traités par Tysabri doivent recevoir une carte d ’ alerte spéciale qui résume les principales informations sur la sécurité du médicament .,1
"Le patient doit montrer cette carte à son partenaire ou à son aide - soignant , ainsi qu ’ à ses autres médecins , car ceux - ci sont susceptibles de remarquer des symptômes de LEMP dont le patient n ’ est pas conscient , tels que des variations d ’ humeur , de comportement ou de langage .",1
Les effets de Tysabri ont d ’ abord été testés sur des modèles expérimentaux avant d ’ être étudiés chez l ’ homme .,1
"Deux études , toutes deux d ’ une durée de deux ans , ont permis d ’ évaluer Tysabri dans la SEP .",1
L ’ une de ces études a comparé Tysabri administré seul ( monothérapie ) à un placebo ( un traitement fictif ) chez 942 patients .,1
"Les principaux critères d ’ évaluation de l ’ efficacité étaient le nombre de rechutes et l ’ évolution du degré d ’ handicap des patients , mesuré à l ’ aide de l ’ échelle d ’ évaluation du handicap ( Expanded Disability Status Scale ) .",1
Quel est le bénéfice démontré par Tysabri au cours des études ?,1
"Tysabri s ’ est également révélé plus efficace qu ’ un placebo sur les effets handicapants de la SEP : en deux ans , le risque d ’ aggravation du handicap a été réduit de 42 % par rapport à un placebo .",1
"Les patients , leurs aides - soignants et les médecins doivent être conscients que Tysabri peut être lié à des infections , notamment une LEMP .",1
La LEMP présente des symptômes similaires à ceux ressentis lors d ’ une poussée de SEP et entraîne généralement un handicap grave ou le décès .,1
"En cas de suspicion de LEMP , le médecin doit arrêter le traitement jusqu ’ à ce qu ’ il soit établi avec certitude que le patient ne souffre pas de cette infection .",1
"Au cours des études , les effets indésirables les plus couramment observés sous Tysabri ( chez un à dix patients sur 100 ) étaient les suivants : infections des voies urinaires ( infection des structures véhiculant l ’ urine ) , rhinopharyngite ( inflammation du nez et de la gorge ) , urticaire ( éruption cutanée ) , maux de tête , vertiges , vomissements , nausée , arthralgie ( douleurs articulaires ) , frissons , pyrexie ( fièvre ) et fatigue .",1
"Pour une description complète des effets indésirables observés sous Tysabri , voir la notice .",1
Tysabri ne doit pas être utilisé chez les personnes pouvant présenter une hypersensibilité ( allergie ) au natalizumab ou à l ’ un des autres composants .,1
"Il ne doit pas être administré à des patients souffrant de LEMP ou à des patients présentant un risque d ’ infection , y compris les patients immunodéprimés par leur maladie ou un autre traitement actuel ou antérieur .",1
Tysabri ne doit pas être associé à l ’ interféron bêta ou à l ’ acétate de glatiramère ( d ’ autres médicaments utilisés dans le traitement de longue durée de la SEP ) .,1
"Il ne doit pas non plus être prescrit à des patients atteints de cancer ( sauf dans le cas d ’ un type de cancer de la peau appelé carcinome baso - cellulaire ) , ni à des sujets de moins de 18 ans .",1
2 / 3 Pourquoi Tysabri a - t - il été approuvé ?,1
Le comité a recommandé l ’ octroi d ’ une autorisation de mise sur le marché pour Tysabri .,1
Quelles sont les mesures prises pour assurer la sécurité de Tysabri ?,1
La société fabricant Tysabri s ’ assurera que tous les médecins prescrivant Tysabri ont reçu un kit d ’ informations comportant toutes les données dont ils ont besoin pour être sûrs que ce médicament est utilisé correctement et que les patients sont étroitement surveillés .,1
Autres informations relatives à Tysabri :,1
"La Commission européenne a délivré une autorisation de mise sur le marché valide dans toute l ’ Union européenne pour Tysabri à Elan Pharma International Ltd , le 27 juin 2006 .",1
L ’ EPAR complet relatif à Tysabri est disponible : ici .,1
Tysabri,1
TYSABRI 300 mg solution à diluer pour perfusion .,1
Chaque ml de solution à diluer contient 20 mg de natalizumab .,1
"Le natalizumab est un anticorps anti - α 4 - intégrine humanisé recombinant , produit dans une lignée cellulaire murine par génie génétique .",1
"Après dilution ( voir rubrique 6 . 6 ) , la solution pour perfusion contient environ 2 , 6 mg / ml de natalizumab .",1
TYSABRI est indiqué en monothérapie comme traitement de fond des formes très actives de sclérose en plaques ( SEP ) rémittente - récurrente pour les groupes de patients suivants :,1
• Patients présentant une forme très active de la maladie malgré un traitement par interféron bêta ( voir rubrique 5 . 1 ) ;,1
• Patients présentant une sclérose en plaques rémittente - récurrente sévère d ’ évolution rapide ( voir rubrique 5 . 1 ) .,1
"Le traitement par TYSABRI doit être instauré et surveillé par des médecins spécialistes , ayant l ’ expérience du diagnostic et du traitement des affections neurologiques , dans des centres bénéficiant d ’ un accès rapide à l",1
Les patients traités par TYSABRI doivent recevoir une carte patient spéciale .,1
Le matériel nécessaire à la prise en charge d ’ éventuelles réactions d ’ hypersensibilité ainsi qu ’ un accès à l ’ IRM devront être disponibles .,1
"Par conséquent , le médecin devra vérifier l ’ absence d ’ immunosuppression avant l ’ instauration du traitement par TYSABRI .",1
La poursuite du traitement devra être reconsidérée soigneusement chez les patients ne présentant aucun signe de bénéfice thérapeutique au - delà de 6 mois .,1
On ne dispose pas de données sur la sécurité et l ’ efficacité du natalizumab au - delà de 2 ans .,1
La prolongation du traitement après ce délai ne devra être envisagée qu ’ après une ré - évaluation du rapport bénéfice - risque .,1
TYSABRI 300 mg est administré en perfusion intraveineuse une fois toutes les 4 semaines .,1
TYSABRI n ’ est pas recommandé chez les sujets âgés de plus de 65 ans en raison de l ’ absence de données dans cette population .,1
TYSABRI est contre indiqué chez les enfants et les adolescents ( voir rubrique 4 . 3 ) .,1
Aucune étude n ’ a été effectuée pour examiner les effets d ’ une insuffisance rénale ou hépatique .,1
Le mécanisme d ’ élimination et les résultats des études de pharmacocinétique de populations suggèrent qu ’ il n ’ est pas nécessaire d ’ ajuster la posologie en cas d ’ insuffisance rénale ou hépatique .,1
"L ’ efficacité d ’ une réadministration n ’ a pas été établie ; pour la sécurité d ’ emploi , voir rubrique 4 . 4",1
Hypersensibilité au natalizumab ou à l ’ un des excipients .,1
Leucoencéphalopathie multifocale progressive ( LEMP ) .,1
"Patients présentant un risque accru d ’ infections opportunistes , y compris patients immunodéprimés ( patients sous traitement immunosuppresseur ou patients immunodéprimés par des traitement s antérieurs , par exemple mitoxantrone ou cyclophosphamide , voir également les rubriques 4 . 4 et 4 . 8 ) .",1
Association avec les interférons bêta ou l ’ acétate de glatiramère .,1
"Cancers diagnostiqués en évolution , à l ’ exception des carcinomes cutanés baso - cellulaires .",1
Leucoencéphalopathie multifocale progressive ( LEMP ),1
Un examen d ’ imagerie par résonance magnétique ( IRM ) récent ( effectué généralement dans les 3 mois précédents ) doit être disponible préalablement à l ’ instauration du traitement par TYSABRI .,1
"Les patients doivent être surveillés à intervalles réguliers , afin de détecter l ’ apparition ou l ’ aggravation de symptômes ou de signes neurologiques pouvant évoquer une LEMP .",1
"Le médecin devra examiner soigneusement le patient pour déterminer si les symptômes indiquent un dysfonctionnement neurologique , et si c ’ est le cas il devra établir si ces symptômes sont typiques d ’ une SEP ou évocateurs d ’ une LEMP .",1
"En cas de doute , des examens complémentaires , notamment une IRM , de préférence avec produit de contraste ( à comparer avec l ’ IRM réalisée avant traitement ) et un dosage de l ’ ADN du virus JC dans le LCR ainsi que des examens neurologiques répétés devront être envisagés , tels que décrits dans le Guide de Prescription pour la prise en charge des patients présentant une sclérose en plaques et traités par TYSABRI ( voir conduite éducative ) .",1
"Le traitement par natalizumab ne pourra redémarrer qu ’ après exclusion du diagnostic de LEMP ( si nécessaire après avoir réitéré les examens cliniques , d ’ imagerie et / ou biologiques si un doute clinique subsiste ) .",1
"Le médecin devra être particulièrement attentif à l ’ apparition de symptômes évocateurs d ’ une LEMP que le patient pourrait ne pas remarquer ( par exemple , symptômes cognitifs ou psychiatriques ) .",1
"En cas d ’ apparition d ’ une LEMP , le traitement par TYSABRI devra être arrêté définitivement .",1
"Après reconstitution du système immunitaire chez les patients immunodéprimés ayant une LEMP , on a observé une stabilisation ou une amélioration de l ’ évolution ( voir rubrique 5 . 2 ) .",1
Actuellement on ne sait pas si la détection précoce d ’ une LEMP et l ’ arrêt du traitement par TYSABRI peuvent conduire à une telle stabilisation ou amélioration de l ’ évolution .,1
Autres infections opportunistes,1
Des infections opportunistes ont également été décrites chez des patients souffrant de SEP et traités par TYSABRI en monothérapie ( voir rubrique 4 . 8 ) .,1
"En cas de suspicion d ’ infection opportuniste , le traitement par TYSABRI devra être suspendu jusqu ’ à ce que la présence d ’ une telle infection soit exclue à la suite d ’ examens complémentaires .",1
La survenue d ’ une infection opportuniste sous TYSABRI doit conduire à l ’ arrêt définitif du traitement .,1
4 Tous les médecins ayant l ’ intention de prescrire TYSABRI doivent avoir pris connaissance du Guide de Prescription pour la prise en charge des patients présentant une sclérose en plaques et traités par TYSABRI .,1
"Les patients devront être informés qu ’ en cas d ’ apparition d ’ une quelconque infection , ils devront prévenir leur médecin qu ’ ils sont traités par TYSABRI .",1
"Les médecins doivent informer les patients de l ’ importance de ne pas interrompre le traitement , particulièrement lors des premiers mois de traitement ( voir rubrique Hypersensibilité ) .",1
"Des réactions d ’ hypersensibilité ont été associées à l ’ utilisation de TYSABRI , elles peuvent être des réactions systémiques graves ( voir rubrique 4 . 8 ) .",1
Ces réactions surviennent généralement pendant la perfusion ou dans l ’ heure qui suit la fin de la perfusion .,1
Le risque de réactions d ’ hypersensibilité a été plus important au cours des premières perfusions ainsi que chez les patients recevant de nouveau TYSABRI après une exposition initiale courte ( une ou deux perfusions ) suivie d ’ une période prolongée sans traitement ( trois mois ou plus ) .,1
Néanmoins ce risque de réactions d ’ hypersensibilité doit être envisagé à chaque perfusion .,1
Le matériel nécessaire à la prise en charge d ’ éventuelles réactions d ’ hypersensibilité devra être disponible .,1
Le traitement par TYSABRI devra être interrompu et un traitement approprié devra être instauré dès les premiers signes ou symptômes d ’ hypersensibilité .,1
Les patients ayant présenté une réaction d ’ hypersensibilité doivent arrêter définitivement le traitement par TYSABRI .,1
Traitement associé ou traitement antérieur par immunosuppresseurs,1
L ’ efficacité et la tolérance de TYSABRI en association à d ’ autres traitements immunosuppresseurs ou anticancéreux n ’ ont pas été totalement établies .,1
"L ’ utilisation concomitante de ces médicaments avec TYSABRI est susceptible de majorer le risque d ’ infections , y compris les infections opportunistes , et est par conséquent contre - indiquée ( voir rubrique 4 . 3 ) .",1
"Les patients ayant reçu un traitement antérieur par immunosuppresseurs , ( dont cyclophosphamide et mitoxantrone ) , peuvent présenter une immunosuppression prolongée et donc un risque accru de LEMP .",1
"Chez les patients ayant reçu un traitement antérieur par immunosuppresseur , il faudra veiller à laisser un délai suffisant pour permettre la reconstitution du système immunitaire .",1
"Avant de débuter le traitement par TYSABRI , les médecins devront évaluer chaque cas individuellement pour mettre en évidence une éventuelle immunosuppression ( voir rubrique 4 . 3 ) .",1
"Au cours des études cliniques de Phase 3 réalisées dans la SEP , le traitement concomitant des poussées par des corticoïdes sur une courte période n ’ a pas été associé à une augmentation du taux des infections .",1
Des cures courtes de corticoïdes peuvent être administrées en association avec TYSABRI .,1
Une aggravation de la maladie ou la survenue d ’ évènements liés à la perfusion peuvent faire suspecter le développement d ’ anticorps anti - natalizumab .,1
"Il conviendra chez ces patients de détecter la présence d ’ anticorps avant la reprise du traitement ; en cas de résultat positif confirmé par un second test effectué 6 semaines plus tard , le traitement ne devra pas être réintroduit .",1
Des troubles hépatiques graves ont été rapportés spontanément depuis la mise sur le marché de Tysabri .,1
"Ces troubles hépatiques peuvent survenir à tout moment au cours du traitement , même après la première perfusion .",1
La fonction biologique hépatique des patients traités doit être surveillée de façon appropriée ; les patients doivent être avertis de la nécessité de contacter leur médecin en cas de survenue de signes ou symptômes évocateurs de troubles hépatiques tels qu,1
"En cas de troubles hépatiques significatifs , le traitement par TYSABRI devra être arrêté .",1
Arrêt du traitement par TYSABRI,1
"En cas de décision d ’ arrêt du traitement , le médecin doit être averti que le natalizumab reste présent dans le sang et a des effets pharmacodynamiques ( par exemple , augmentation des lymphocytes ) pendant environ 12 semaines après la dernière administration .",1
L ’ instauration d ’ autres traitements au cours de cette période conduira donc à une exposition concomitante au natalizumab .,1
"Au cours des essais cliniques , une exposition concomitante de cette durée à l ’ interféron ou à l ’ acétate de glatiramère n ’ a pas été associée à des problèmes de sécurité .",1
Il n ’ existe actuellement aucune donnée sur l ’ exposition concomitante aux immunosuppresseurs chez les patients souffrant de SEP .,1
L ’ utilisation de ces médicaments peu après l ’ arrêt du natalizumab peut conduire à un effet immunosuppresseur additif .,1
"Ceci devra être considéré avec attention , au cas par cas et l ’ instauration d ’ une fenêtre thérapeutique pourrait être appropriée .",0
"Au cours des essais cliniques , le traitement des poussées par des corticoïdes sur une courte période n ’ a pas été associé à une augmentation du taux des infections .",1
Le natalizumab ne doit pas être administré au cours de la grossesse sauf en cas de nécessité absolue .,1
"En cas de grossesse débutant sous TYSABRI , l ’ arrêt de TYSABRI devra être envisagé .",1
"Le passage de TYSABRI dans le lait maternel n ’ est pas connu , cependant il a été observé chez l ’ animal ( voir rubrique 5 . 3 ) .",1
"Par conséquent , les femmes traitées par TYSABRI ne doivent pas allaiter .",1
"Compte tenu du mécanisme d ’ action pharmacologique du natalizumab , l ’ utilisation de TYSABRI ne devrait pas modifier l ’ aptitude du patient à conduire des véhicules ou à utiliser des machines .",1
Dans les études contrôlées contre placebo réalisées chez 1 617 patients souffrant de SEP et traités par natalizumab pendant un maximum de 2 ans ( placebo :,1
"6 à l ’ arrêt du traitement se sont produits chez 5 , 8 % des patients sous natalizumab ( placebo :",1
"Pendant les deux années de ces études , 43 , 5 % des patients traités par le natalizumab ont présenté des effets indésirables liés au médicament ( placebo :",1
"Les effets indésirables liés au médicament , rapportés sous natalizumab avec une incidence supérieure de 0 , 5 % par rapport au placebo , sont présentés ci - dessous .",1
Les fréquences ont été définies comme suit :,0
"Fréquent ( ≥ 1 / 100 , à",0
Affections musculo - squelettiques et systémiques Fréquent,1
"Dans les études cliniques contrôlées réalisées sur 2 ans chez des patients atteints de SEP , un événement lié à la perfusion a été défini comme un événement indésirable survenant pendant la perfusion ou dans l ’ heure suivant l ’ arrêt de celle - ci .",1
"Ce type d ’ événement s ’ est produit chez 23 , 1 % des patients souffrant de SEP traités par natalizumab ( placebo :",1
"Les événements qui ont été rapportés plus souvent sous natalizumab que sous placebo comportaient : sensations vertigineuses , nausées , urticaire et frissons .",1
"Au cours des études cliniques contrôlées réalisées sur 2 ans chez des patients atteints de SEP , des réactions d ’ hypersensibilité sont survenues chez 4 % des patients .",1
Des anticorps anti - natalizumab ont été décelés chez 10 % des patients au cours des études contrôlées réalisées sur 2 ans chez des patients atteints de SEP .,1
Des anticorps ont été détectés à une seule reprise chez 4 % des patients .,1
La présence des anticorps persistants a été associée à une diminution importante de l ’ efficacité de TYSABRI et à une augmentation de la fréquence des réactions d ’ hypersensibilité .,1
"Les autres réactions liées à la perfusion et associées à la présence d ’ anticorps persistants ont comporté : frissons , nausées , vomissements et bouffées vasomotrices ( voir rubrique 4 . 4 ) .",1
"Lorsqu ’ après environ 6 mois de traitement , la présence d ’ anticorps persistants est suspectée , du fait d ’ une diminution de l ’ efficacité , ou de la survenue d ’ évènements liés à la perfusion , une recherche des anticorps sera effectuée et le résultat positif devra être confirmé par un second test effectué 6 semaines plus tard .",1
"Etant donné que la présence de ces anticorps peut être associée à une diminution de l ’ efficacité du traitement et à une augmentation des réactions d ’ hypersensibilité ou des réactions liées à la perfusion , il conviendra d ’ interrompre le traitement chez les patients porteurs d ’ anticorps persistants .",1
"Infections , y compris LEMP et infections opportunistes",1
"Dans d ’ autres études cliniques , d ’ autres cas d ’ infections opportunistes ont été rapportés , certains ont été fatals .",1
"Dans les études cliniques , la survenue d ’ infections herpétiques ( virus Varicelle - Zona , virus Herpès - Simplex ) a été un peu plus fréquente chez les patients traités par natalizumab que chez les patients sous placebo .",1
"Après commercialisation , des cas graves ont été rapportés , dont un cas fatal d ’ encéphalite herpétique .",1
La majorité des patients n ’ a pas interrompu le traitement par natalizumab au cours des infections et leur guérison a été obtenue par un traitement approprié .,1
Des cas de LEMP ont été rapportés au cours des études cliniques .,1
Cette leucoencéphalopathie entraîne généralement un handicap sévère ou le décès ( voir rubrique 4 . 4 ) .,1
"Deux cas , dont un mortel , sont survenus au cours des études pivots chez les patients souffrant de SEP et ayant reçu un traitement concomitant par interféron bêta - 1a pendant plus de 2 ans .",1
"Par ailleurs , au cours d ’ un autre essai , une LEMP ayant entraîné le décès est survenue chez un patient atteint de la maladie de Crohn , qui avait reçu antérieurement de manière prolongée des traitements immunosuppresseurs et qui présentait une lymphopénie associée .",1
Des cas de LEMP chez des patients ayant reçu TYSABRI en monothérapie ont été rapportés après commercialisation .,1
"Des cas de troubles hépatiques graves , des cas d ’ augmentation des enzymes hépatiques , et d ’ hyperbilirubinémie , ont été rapportés spontanément depuis la mise sur le marché de Tysabri ( voir rubrique 4 . 4 ) .",1
Effets sur les paramètres biologiques,0
"Ces augmentations étaient comprises entre 35 % et 140 % pour les types cellulaires individuels ( lymphocytes , monocytes , éosinophiles et basophiles ) , mais les numérations moyennes sont restées comprises dans les limites de la normale .",1
"Le traitement par TYSABRI a également été associé à de faibles diminutions de l ’ hémoglobine ( diminution moyenne de 0 , 6 g / dl ) , de l ’ hématocrite ( diminution moyenne de 2 % ) et des érythrocytes ( diminution moyenne de 0 , 1 x 106 / l ) .",1
Ces anomalies n ’ ont pas été associées à des symptômes cliniques et les paramètres hématologiques se sont normalisés généralement dans les 16 semaines après la dernière administration de TYSABRI .,1
"Agent immunosuppresseur sélectif , code ATC :",1
"Il se fixe sur la sous - unité α 4 des intégrines humaines , fortement exprimée à la surface de tous les leucocytes , à l ’ exception des neutrophiles .",1
"Plus spécifiquement , le natalizumab se lie à l ’ intégrine α 4 β 1 en bloquant l ’ interaction de cette molécule avec son récepteur , la molécule VCAM - 1 ( vascular cell adhesion molecule - 1 ) et les ligands ostéopontine , ainsi qu ’ un variant d ’ épissage de la fibronectine , le CS - 1 ( connecting segment - 1 ) .",1
Le natalizumab bloque l ’ interaction de l ’ intégrine α 4 β 7 avec la molécule MadCAM - 1 ( mucosal addressin cell adhesion molecule - 1 ) .,1
L ’ inhibition de ces interactions moléculaires empêche la transmigration des leucocytes mononucléés à travers l ’ endothélium vers les tissus parenchymateux inflammatoires .,1
Un autre mécanisme d ’ action du natalizumab pourrait être de supprimer les réactions inflammatoires en cours dans les tissus pathologiques en inhibant les interactions des leucocytes exprimant la sous - unité α 4 avec leurs ligands dans la matrice extracellulaire et sur les cellules parenchymateuses .,1
"Par conséquent , le natalizumab pourrait agir en supprimant l ’ activité inflammatoire au site de la maladie et en inhibant le recrutement ultérieur de cellules immunitaires dans les tissus inflammatoires .",1
"Il semble que , dans la SEP , les lésions apparaissent lorsque les lymphocytes T activés traversent la barrière hémato - encéphalique ( BHE ) .",1
"L ’ interaction entre l ’ intégrine α 4 β 1 et ses cibles est une composante importante de l ’ inflammation pathologique cérébrale , qui diminue avec l ’ inhibition de ces interactions .",1
"Dans le contexte de l ’ inflammation du système nerveux central ( SNC ) associée à la SEP , c ’ est l ’ interaction de l ’ intégrine α 4 β 1 avec les VCAM - 1 , CS - 1 et ostéopontine qui sert de médiateur à l ’ adhésion ferme et la transmigration des leucocytes dans le parenchyme cérébral , pouvant perpétuer la cascade inflammatoire dans le tissu du SNC .",1
TYSABRI est indiqué en monothérapie comme traitement de fond de la sclérose en plaques rémittente - récurrente afin de prévenir les poussées et retarder la progression du handicap .,1
"Compte tenu des problèmes de sécurité ( voir rubriques 4 . 4 et 4 . 8 ) , le traitement est limité aux groupes de patients suivants :",1
• Patients n ’ ayant pas répondu à un traitement complet et bien conduit par interféron bêta .,1
Les patients doivent avoir présenté au moins 1 poussée au cours de l ’ année précédente alors qu ’ ils étaient sous traitement et doivent présenter au moins 9 lésions hyperintenses en T2 à l ’ IRM cérébrale ou au moins 1 lésion rehaussée après injection de Gadolinium .,1
